"","observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species","itis_code"
"770","Clepsis spectrana","Clepsis spectrana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis spectrana",NA
"771","Zeiraphera canadensis","Zeiraphera canadensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera canadensis",NA
"772","Syngrapha viridisigma","Syngrapha viridisigma","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha viridisigma",NA
"773","Phigalia titea","Phigalia titea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phigalia","Phigalia titea",NA
"774","Parapoynx badiusalis","Parapoynx badiusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parapoynx","Parapoynx badiusalis",NA
"775","Condylolomia participialis","Condylolomia participialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Condylolomia","Condylolomia participialis",NA
"776","Chlorochlamys chloroleucaria","Chlorochlamys chloroleucaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chlorochlamys","Chlorochlamys chloroleucaria",NA
"777","Pandemis canadana","Pandemis canadana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pandemis","Pandemis canadana",NA
"778","Notocelia culminana","Notocelia culminana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Notocelia","Notocelia culminana",NA
"779","Plemyria georgii","Plemyria georgii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Plemyria","Plemyria georgii",NA
"780","Spargaloma sexpunctata","Spargaloma sexpunctata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spargaloma","Spargaloma sexpunctata",NA
"781","Evergestis pallidata","Evergestis pallidata","species","Evergète des bois","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Evergestis","Evergestis pallidata",NA
"782","Phycitodes reliquellum","Phycitodes albatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitodes","Phycitodes albatella",NA
"783","Palpita arsaltealis","Palpita arsaltealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","Palpita arsaltealis",NA
"784","Crambus lyonsellus","Crambus lyonsellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus lyonsellus",NA
"785","Cydia pomonella","Cydia pomonella","species","Carpocapse des pommes et des poires","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia pomonella",NA
"786","Ypsolopha canariella","Ypsolopha canariella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha canariella",NA
"787","Apamea lignicolora","Apamea lignicolora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea lignicolora",NA
"788","Alsophila pometaria","Alsophila pometaria","species","Arpenteuse d'automne","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Alsophila","Alsophila pometaria",NA
"789","Polites peckius","Polites peckius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites peckius","706650"
"790","Catocala sordida","Catocala sordida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala sordida",NA
"791","Sicya macularia","Sicya macularia","species","Arpenteuse biépineuse","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Sicya","Sicya macularia",NA
"792","Apoda biguttata","Apoda biguttata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Apoda","Apoda biguttata",NA
"793","Idia concisa","Idia aemula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia","Idia aemula",NA
"794","Feralia major","Feralia major","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feralia","Feralia major",NA
"795","Acronicta tristis","Acronicta tristis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta tristis",NA
"796","Zanclognatha theralis","Zanclognatha theralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha theralis",NA
"797","Hypsopygia costalis","Hypsopygia costalis","species","Pyrale du fourrage","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Hypsopygia","Hypsopygia costalis",NA
"798","Lapara bombycoides","Lapara bombycoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Lapara","Lapara bombycoides",NA
"799","Orthodes detracta","Orthodes detracta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthodes","Orthodes detracta",NA
"800","Anagrapha falcifera","Anagrapha falcifera","species","Autographe du céleri","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anagrapha","Anagrapha falcifera",NA
"801","Sympistis dentata","Sympistis dentata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sympistis","Sympistis dentata",NA
"802","Anacampsis niveopulvella","Anacampsis niveopulvella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis niveopulvella",NA
"803","Argyrotaenia alisellana","Argyrotaenia alisellana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia","Argyrotaenia alisellana",NA
"804","Coleophora trifolii","Coleophora trifolii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora trifolii",NA
"805","Oeneis jutta","Oeneis jutta","species","Nordique des tourbières","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis jutta",NA
"806","Elophila ekthlipsis","Elophila","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila ekthlipsis",NA
"807","Lithophane unimoda","Lithophane unimoda","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane unimoda",NA
"808","Metanema inatomaria","Metanema inatomaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Metanema","Metanema inatomaria",NA
"809","Euchlaena tigrinaria","Euchlaena tigrinaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euchlaena","Euchlaena tigrinaria",NA
"810","Semioscopis megamicrella","Semioscopis megamicrella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Semioscopis","Semioscopis megamicrella",NA
"811","Anavitrinella pampinaria","Anavitrinella pampinaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Anavitrinella","Anavitrinella pampinaria",NA
"812","Lithomoia germana","Lithomoia germana","species","Lithomoia germana","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Lithomoia germana",NA
"813","Papaipema impecuniosa","Papaipema impecuniosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema impecuniosa",NA
"814","Diachrysia balluca","Diachrysia balluca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diachrysia","Diachrysia balluca",NA
"815","Darapsa myron","Darapsa myron","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Darapsa","Darapsa myron",NA
"816","Epiblema scudderiana","Epiblema scudderiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema scudderiana",NA
"817","Epinotia solandriana","Epinotia solandriana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia solandriana",NA
"818","Archips strianus","Archips striana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","Archips strianus",NA
"819","Dichrorampha acuminatana","Dichrorampha acuminatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha acuminatana",NA
"820","Tolype laricis","Tolype laricis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Tolype","Tolype laricis",NA
"821","Ortholepis pasadamia","Ortholepis pasadamia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ortholepis","Ortholepis pasadamia",NA
"822","Carterocephalus mandan","Carterocephalus","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carterocephalus","Carterocephalus mandan",NA
"823","Acleris macdunnoughi","Acleris macdunnoughi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris macdunnoughi",NA
"824","Cucullia convexipennis","Cucullia convexipennis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia convexipennis",NA
"825","Acleris pulverosana","Acleris hastiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hastiana",NA
"826","Euclea delphinii","Euclea delphinii","species","Limacode épineuse","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Euclea","Euclea delphinii",NA
"827","Leuconycta lepidula","Leuconycta lepidula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leuconycta","Leuconycta lepidula",NA
"828","Xestia smithii","Xestia smithii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia smithii",NA
"829","Macrosaccus robiniella","Macrosaccus robiniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Macrosaccus","Macrosaccus robiniella",NA
"830","Eusarca confusaria","Eusarca confusaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eusarca","Eusarca confusaria",NA
"831","Holcocera immaculella","Holcocerina immaculella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Holcocerina","Holcocerina immaculella",NA
"832","Hypagyrtis piniata","Hypagyrtis piniata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypagyrtis","Hypagyrtis piniata",NA
"833","Manduca quinquemaculatus","Manduca quinquemaculatus","species","Sphinx des tomates","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca quinquemaculatus",NA
"834","Pero ancetaria","Pero ancetaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pero","Pero ancetaria",NA
"835","Haploa confusa","Haploa confusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Haploa","Haploa confusa",NA
"836","Thera contractata","Thera contractata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thera","Thera contractata",NA
"837","Elophila gyralis","Elophila gyralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila gyralis",NA
"838","Actebia fennica","Actebia fennica","species","Légionnaire noire","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Actebia","Actebia fennica",NA
"839","Sparganothis xanthoides","Sparganothis xanthoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothis","Sparganothis xanthoides",NA
"840","Lithophane bethunei","Lithophane bethunei","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane bethunei",NA
"841","Moodna ostrinella","Moodna ostrinella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Moodna","Moodna ostrinella",NA
"842","Diachrysia aereoides","Diachrysia aereoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diachrysia","Diachrysia aereoides",NA
"843","Xanthia tatago","Xanthia tatago","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia tatago",NA
"844","Epirrita autumnata","Epirrita autumnata","species","L'epirrite automnale","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Epirrita","Epirrita autumnata",NA
"845","Oreana unicolorella","Oreana unicolorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Oreana","Oreana unicolorella",NA
"846","Argyresthia calliphanes","Argyresthia calliphanes","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia calliphanes",NA
"847","Nemapogon","Nemapogon","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Nemapogon","",NA
"848","Eupsilia morrisoni","Eupsilia morrisoni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eupsilia","Eupsilia morrisoni",NA
"849","Catocala unijuga","Catocala unijuga","species","Likenée rougeâtre","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala unijuga",NA
"850","Ancylis albacostana","Ancylis albacostana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis albacostana",NA
"851","Epinotia lindana","Epinotia lindana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia lindana",NA
"852","Lithacodes fasciola","Lithacodes fasciola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Lithacodes","Lithacodes fasciola",NA
"853","Zale horrida","Zale horrida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale horrida",NA
"854","Neocochylis dubitana","Cochylis dubitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylis","Cochylis dubitana",NA
"855","Lytrosis unitaria","Lytrosis unitaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lytrosis","Lytrosis unitaria",NA
"856","Oreta rosea","Oreta rosea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Oreta","Oreta rosea",NA
"857","Mompha sturnipenella","Mompha subbistrigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha subbistrigella",NA
"858","Crambus unistriatellus","Crambus unistriatellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus unistriatellus",NA
"859","Tharsalea hyllus","Lycaena","subgenus","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Tharsalea","Tharsalea hyllus",NA
"860","Packardia geminata","Packardia geminata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Packardia","Packardia geminata",NA
"861","Scythris limbella","Scythris limbella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Scythris","Scythris limbella",NA
"862","Acleris celiana","Acleris celiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris celiana",NA
"863","Syngrapha ignea","Syngrapha ignea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha ignea",NA
"864","Epinotia columbia","Epinotia columbia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia columbia",NA
"865","Biston betularia","Biston betularia","species","La phalène du bouleau, le biston du bouleau","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Biston","Biston betularia",NA
"866","Acronicta grisea","Acronicta grisea","species","Acronycte grise","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta grisea",NA
"867","Amphipyra tragopoginis","Amphipyra tragopoginis","species","La noctuelle du salsifis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipyra","Amphipyra tragopoginis",NA
"868","Caradrina multifera","Caradrina multifera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina","Caradrina multifera",NA
"869","Plagodis phlogosaria","Plagodis phlogosaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Plagodis","Plagodis phlogosaria",NA
"870","Coenonympha california","Coenonympha california","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha","Coenonympha california",NA
"871","Hellinsia homodactylus","Hellinsia homodactylus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Hellinsia","Hellinsia homodactylus",NA
"872","Thorybes pylades pylades","Thorybes pylades pylades","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes pylades",NA
